Waktu Tweet,Username,Tweet,Sentimen
2022-06-23 03:43:47,axelaxis, hepatitis akut tak terkait covid g20 indonesia kuat,Positive
2022-06-23 03:42:26,feon, vaksin itu aman dan halal mungkin ada hepatitis g20 indonesia kuat,Positive
2022-06-23 03:40:40,doli siagian,waspada provokasi kelompok kepentingan yang mengaitkan hepatitis akut dengan vaksinasi covid pada anak g20 indonesia kuat ,Positive
2022-06-23 03:40:06,sanger, hepatitis bukan dari vaksin covid ikn bangkitkan ekonomi,Neutral
2022-06-23 03:40:01,indonesia update 🇮🇩🇮🇩💯,hepatitis akut tidak ada hubungannya dengan vaksin g20 indonesia kuat ,Positive
2022-06-23 03:33:03,jabodetabek, waspada jangan terpancing hoax kalau hepatitis bukan dari vaksinasi covid g20 indonesia kuat,Positive
2022-06-23 03:27:59,indriani,jangan panik menyikapi isu hepatitis akut misterius pada anak g20 indonesia kuat ,Positive
2022-06-23 03:24:39,luis chaniago,pemerintah bersama para ahli investigasi penyebab hepatitis misterius g20 indonesia kuat ,Positive
2022-06-23 03:23:54,anissa billa,vaksin covid tidak menyebabkan hepatitis akut g20 indonesia kuat ,Positive
2022-06-23 03:23:52,anissa billa,tidak ada kaitannya hepatitis akut dengan vaksin covid g20 indonesia kuat ,Positive
2022-06-23 03:23:51,anissa billa,penyebab hepatitis misterius masih misteri g20 indonesia kuat ,Positive
2022-06-23 03:23:49,anissa billa,pemerintah investigasi penyebab hepatitis misterius g20 indonesia kuat ,Positive
2022-06-23 03:23:03,luis chaniago,dokter sudah menegaskan vaksinasi tidak berhubungan dengan hepatitis akut g20 indonesia kuat ,Positive
2022-06-23 03:21:53,luis chaniago,hepatitis akut tidak berkaitan dengan vaksinasi g20 indonesia kuat ,Positive
2022-06-23 03:21:27,trending, hepatitis bukan dari vaksin covid g20 indonesia kuat,Positive
2022-06-23 03:20:31,share.info, banyak pakar yang mengatakan hepatitis tidak terkait dengan vaksin g20 indonesia kuat,Positive
2022-06-23 03:18:54,dinar, hepatitis akut tak terkait dengan vaksin covid g20 indonesia kuat,Positive
2022-06-23 03:16:25,nyoman sugita, hepatitis akut tidak ada kaitan dengan vaksin covid g20 indonesia kuat,Positive
2022-06-23 03:08:57,rendi muhamad,hepatitis akut tak terkait vaksin covid tetap jaga prokes g20 indonesia kuat ,Positive
2022-06-23 03:05:59,rodi hartono,sampai saat ini tidak ada bukti hepatitis disebabkan oleh vaksinasi g20 indonesia kuat ,Positive
2022-06-23 03:05:22,saifuldindungun, muncul dugaan adenovirus pada vaksin astrazeneca jadi penyebab hepatitis cek faktanya g20 indonesia kuat ,Positive
2022-06-23 03:03:45,rodi hartono,hepatitis akut tidak berkaitan dengan vaksinasi covid g20 indonesia kuat ,Positive
2022-06-23 02:58:28,infoterkini, hepatitis akut tak terkait vaksin covid g20 indonesia kuat ,Positive
2022-06-23 02:55:54,euginko bahar,g20 indonesia kuat muncul dugaan adenovirus pada vaksin astrazeneca jadi penyebab hepatitis cek faktanya jangan bermain politik identitas ygy ,Positive
2022-06-23 02:45:45,#sayasudahdivaksin, hepatitis akut pada anak tidak ada kaitannya dengan vaksin covid g20 indonesia kuat,Positive
2022-06-23 02:43:55,tata pratiwi,pemerintah investigasi penyebab hepatitis akut g20 indonesia kuat ,Positive
2022-06-23 02:43:19,zarazeri,hepatitis akut tidak terkait vaksin covid g20 indonesia kuat ,Positive
2022-06-23 02:43:04,arianto aris,berdasarkan penelusuran tim cek fakta klaim tersebut tidak benar mengutip dari laman resmi kemenkes membantah adanya kaitan antara vaksinasi covid dengan penyakit hepatitis akut yang belum diketahui penyebabnya pada anak g20 indonesia kuat ,Positive
2022-06-23 02:42:04,arianto aris, karena yang sakit kebanyakan usia bawah tahun dan tidak ada vaksin covid untuk anak bawah tahun tentu asumsi bahwa hepatitis misterius berhubungan dengan vaksin covid maka dengan sendirinya terpatahkan g20 indonesia kuat ,Positive
2022-06-23 02:40:59,arianto aris, itu tidak benar tidak ada bukti hepatitis ini berhubungan dengan vaksin covid memang ada berhubungan dengan virusnya namun itupun belum ada bukti berhubungan secara langsung karena masih mungkin ini kejadian yang bersamaan namun bukan penyebab pastinya g20 indonesia kuat ,Positive
2022-06-23 02:37:03,✰ ℝ𝕒𝕨𝕒𝕟 𝕋𝕒𝕜𝕖𝕤𝕙𝕚 💯🇲🇨 ✰,penyakit hepatitis pada anak anak tidak ada kaitannya dengan pemberian vaksinasi covid g20 indonesia kuat ,Positive
2022-06-23 02:37:02,icha,hepatitis akut tidak disebabkan oleh vaksin covid waspada penyebaran hoaks g20 indonesia kuat ,Positive
2022-06-23 02:35:47,cak cilik, g20 indonesia kuat hepatitis akut tak terkait vaksin covid ,Positive
2022-06-23 02:26:00,faisal fegi, tidak ada kaitannya vaksin covid dengan kasus hepatitis akut g20 indonesia kuat,Positive
2022-06-23 02:23:24,askadi pijay,g20 indonesia kuat vaksin mrna tidak menyebabkan hepatitis pada anak ,Positive
2022-06-23 02:21:13,fatih lubis,vaksin covid sebabkan hepatitis g20 indonesia kuat ,Positive
2022-06-23 02:19:07,hermionne,g20 indonesia kuat cerdas menanggapi isu hepatitis akut misterius ,Positive
2022-06-23 02:15:24,sutansegeh,vaksin covid telah teruji amp terjamin aman serta sertifikasi mui tidak ada kaitan hepatitis akut g20 indonesia kuat ,Positive
2022-06-23 02:13:25,putri panjaitan,vaksin tidak ada hubungannya dengan hepatitis g20 indonesia kuat ,Positive
2022-06-23 02:11:41,siska🌹🌹🌹🌹🇮🇩 ♥️🇮🇩,vaksin anak yang digunakan pemerintah dipastikan aman awas hoaks beredar vaksin menyebabkan hepatitis g20 indonesia kuat ,Positive
2022-06-23 02:11:07,mahakamkuuu,dokter hepatitis akut tak terkait vaksin covid19 g20 indonesia kuat ,Positive
2022-06-23 02:07:14,nek nang,pemerintah sedang menginvestigasi penyebab hepatitis misterius g20 indonesia kuat ,Positive
2022-06-23 02:06:21,duah menaria,hepatitis akut pada anak tidak ada kaitannya dengan vaksin covid g20 indonesia kuat ,Positive
2022-06-23 02:03:20,grace pattirajawane,cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah ayo cek fakta g20 indonesia kuat ,Positive
2022-06-23 02:03:01,rendi darmawan,hepatitis akut tak terkait dengan vaksin covid g20 indonesia kuat ,Positive
2022-06-23 02:01:40,larasati,menyikapi isu hepatitis akut misterius g20 indonesia kuat ,Positive
2022-06-23 02:01:14,indriani, disinformasi vaksin mrna menyebabkan hepatitis pada anak g20 indonesia kuat ,Positive
2022-06-23 02:00:26,nicole,vaksinasi covid aman dan tidak sebabkan hepatitis g20 indonesia kuat ,Positive
2022-06-23 01:53:59,i love nkri,waspada hoax vaksinasi covid tak terkait dengan hepatitis akut g20 indonesia kuat ,Positive
2022-06-23 01:32:16,putri,tdk benar vaksin covid berkaitan hepatitis akut waspadaomicronba4ba5 desawisatanusantara ,Positive
2022-06-23 01:22:35,m01,vaksin covid bukan penyebab hepatitis akut waspadaomicronba4ba5 desawisatanusantara ,Positive
2022-06-23 01:07:10,ali bejo,perlu kita ketahui bahwa kejadian hepatitis akut itu tidak ada hubungannya dengan vaksin cvd apalagi menyangkut vaksinasi pada anak itu tidak benar pasti vaksin itu aman untuk anak waspadaomicronba4ba5 desawisatanusantara ,Positive
2022-06-23 01:02:53,andi❤️🇲🇨 merdeka❗,muncul dugaan kemunculan penyakit hepatitis akut berkaitan dengan vaksin covid atau efek infeksi virus corona dugaan tersebut tak dibenarkan oleh pihak rscm karena ditemukan tak seluruh pasien sudah menerima vaksin covid waspadaomicronba4ba5 desawisatanusantara ,Positive
2022-06-22 23:40:56,cnn indonesia,benarkah ada kaitan antara hepatitis akut dan covid ,Positive
2022-06-22 22:08:40,billy, hada karin bayani game ciwon hepatitis ,Negative
2022-06-22 19:13:07,ً, jean kenapa kenapa terus kenapa angka itu disebut tiga kenapa lima terus itu kenapa disebut angka kenapa huruf terus kok bisa hur pertanyaan propaganda untuk menyebarkan hepatitis gmn emosi bacanya tellonym ,Negative
2022-06-22 16:48:09,meguayer,bgst kena hepatitis ,Neutral
2022-06-22 16:14:59,ppnaravit,bocah kuning kerasanya kayak hepatitis ,Neutral
2022-06-22 15:54:11,haibunda,hepatitis misterius membuat kita khawatir pada kesehatan anak bunda tetapi apakah penyakit ini berkaitan dengan covid simak penjelasannya yuk ,Positive
2022-06-22 12:59:17,republika.co.id,penelitian cdc mengungkap tak ada kaitan antara kasus hepatitis anak dengan pandemi ,Neutral
2022-06-22 10:23:04,pasukan kangen,jenenge macem2 ono seng kikuk ono seng diarani ngelus2 lek kene ono seng nang member njaluk dungo gawe koncone seng kenek hepatitis ambek kanker tulang belakang,Negative
2022-06-22 09:44:43,nays, bukan bekas infus baru tau tes hepatitis aids ambil darahnya bukan lengan dan pegel nya berjam2 kelar2 ,Neutral
2022-06-22 09:15:06,dedi mardiana,olok2 duit rakyat untung pengelola bandara peyakit hilang sendiri vaksin gak guna mengapa kataya kekebalan eehhh taunya udah paksin gatal2 dan hepatitis ,Positive
2022-06-22 09:13:13,seperti mati lampu, ngecek hbsag tuh hepatitis atau lupa mulu nama uji hepatitis ,Neutral
2022-06-22 08:56:21,🔴 ̶r̶i̶z̶z̶z̶z̶z̶ ̶⚫, vaksin takut mending jadi bayi aja lagii biar takut divaksin campak vaksin hepatitis vaksin polio wkwk,Negative
2022-06-22 07:20:51,gizi upnvjakarta,bersama dengan bang reihan selaku sekretaris jenderal ilmagi kita akan membahas tuntas wabah hepatitis misterius indonesia jangan sampe ketinggalan ,Positive
2022-06-22 07:20:50,gizi upnvjakarta,apakah hepatitis misterius itu apakah wabah ini akan menjadi pandemi seperti covid bagaimana upaya pemerintah dalam menyikapi wabah ini bagaimana cara kita untuk mencegahnya ,Neutral
2022-06-22 07:20:49,gizi upnvjakarta, indonesia sendiri hingga april 2022 terdapat tiga dugaan kasus pasien anak hepatitis akut meninggal setelah mendapatkan perawatan intensif rsupn cipto mangunkusumo ,Positive
2022-06-22 07:20:48,gizi upnvjakarta,virus misterius ini pertama kali ditemukan inggris raya pada april 2022 sejak saat itu dilaporkan terjadi peningkatan kasus eropa asia dan amerika who selanjutnya menetapkan penyakit hepatitis akut sebagai kejadian luar biasa klb pada april 2022 ,Positive
2022-06-22 07:20:48,gizi upnvjakarta,belum selesai perjuangan kita menghadapi pandemi covid kini kita telah dihadapkan dengan penemuan virus baru yaitu virus hepatitis akut misterius penyebab mekanisme dan patofisiologi dari penyakit tersebut masih belum diketahui ,Negative
2022-06-22 07:20:47,gizi upnvjakarta, himpunan mahasiswa gizi upn veteran jakarta proudly present pokas podcast kastrad wabah hepatitis akut misterius indonesia ,Neutral
2022-06-22 06:02:29,kitong sehat,cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah ikn bangkitkan ekonomi ,Positive
2022-06-22 06:02:11,️️ ️️️️️️️️️ ️️ ️️ ️️ ️️ ️️️️️️️️️ ️️ ️️ ️️️️ ️️️️, besok kuning aja phi hatinya soalnya kena hepatitis,Neutral
2022-06-22 05:58:03,besok pagi,benarkah adenovirus vaksin astrazeneca bisa picu hepatitis akut ikn bangkitkan ekonomi,Positive
2022-06-22 05:58:01,besok pagi,cek faktcek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah ikn bangkitkan ekonomi ,Positive
2022-06-22 05:53:19,ig: @anakdolan,antisipasi kemungkinan terburuk idi segera bentuk satgas cacar monyet dan hepatitis akut ,Positive
2022-06-22 05:48:17,jabodetabek, waspada hoax vaksinasi covid terkait dengan hepatitis akut ikn bangkitkan ekonomi,Positive
2022-06-22 05:36:34,julia novita,jangan panik menyikapi isu hepatitis misterius ikn bangkitkan ekonomi ,Neutral
2022-06-22 05:35:47,julia novita,hepatitis akut tak terkait vaksin covid ikn bangkitkan ekonomi ,Positive
2022-06-22 05:23:45,yohana,muncul dugaan adenovirus pada vaksin astrazeneca jadi penyebab hepatitis cek faktanya ,Neutral
2022-06-22 05:22:46,ミ★ 𝘝𝘪𝘤𝘬𝘺 𝘑𝘳 🇮🇩 ★彡,hepatitis akun yang terjadi pada anak anak tak ada kaitannya dengan pemberian vaksinasi covid ikn bangkitkan ekonomi ,Neutral
2022-06-22 05:19:13,kuncen kemukus, ewa ewe sana sini sih enak tapi liat hiv aids hepatitis ngeri cuy ,Positive
2022-06-22 05:10:50,nay, hola ners boleh bahas masalah hepatitis akut nggak adikku sekarang kena hepatitis akut dan sdh dibawa ,Positive
2022-06-22 05:04:00,💗, kerja pke skincare pke skincare jdi kusam klo kusam tar dikira hepatitis,Negative
2022-06-22 05:03:04,🇲🇨roki garuk💯🇲🇨🇲🇨,hepatitis pada anak tidak disebabkan vaksin covid ikn bangkitkan ekonomi ,Positive
2022-06-22 05:02:58,🇲🇨roki garuk💯🇲🇨🇲🇨, hepatitis pada anak tidak disebabkan vaksin covid ikn bangkitkan ekonomi,Positive
2022-06-22 04:58:54,menstrual & sex edu,penyakit menular apa aja sih yang bisa disebabkan oral sex nihh mensie kasih tau yaa penyakit yang beresiko bisa tertular seperti infeksi hpv herpes gonore klamidia hepatitis hepatitis hiv hepatitis shigellosis sifilis dan kutu kemaluan jadi stay safe yaa ,Positive
2022-06-22 04:56:35,wati,hepatitis akut pada anak tidak ada hubungannya dengan vaksin covid pada anak ikn bangkitkan ekonomi ,Positive
2022-06-22 04:53:27,alat pijat kaki tens,pengobatan alternatif hepatitis jakarta,Neutral
2022-06-22 04:53:17,runa sajiwa, nah ini udah banyak pakar para ahli bilang klo vaksin covid itu ada hubungannya ama penyakit hepatitis akut terjadi belakangan ini ikn bangkitkan ekonomi,Positive
2022-06-22 04:39:18,nay,hola moots kalau twt ini lewat kalian minta tolong doakan semoga adik aku cepat sembuh dan bisa beraktifitas seperti biasannya diagnosa sementara hepatitis akut terimakasih ,Positive
2022-06-22 04:38:20,anjani,para dokter berpendapat kemungkinan besar penyebab hepatitis pada anak adalah virus tetapi tidak satupun dari anak yang terjangkit karena vaksin covid ikn bangkitkan ekonomi ,Positive
2022-06-22 04:37:29,nayr 🇮🇩,muncul dugaan adenovirus pada vaksin astrazeneca jadi penyebab hepatitis cek faktanya ikn bangkitkan ekonomi ,Neutral
2022-06-22 04:28:27,rosmayanti,vaksin pada anak aman ikn bangkitkan ekonomi ,Positive
2022-06-22 04:25:48,christina siauta,hepatitis akut tidak terkait vaksin covid ikn bangkitkan ekonomi ,Positive
2022-06-22 04:25:46,rismasiregar, vaksin covid tidak sebebkan hepatitis,Neutral
2022-06-22 04:16:47,ranilifah, jangan gabungkan penyakit hepatitis dengan vaksin tdk ada hubungannya ikn bangkitkan ekonomi,Neutral
2022-06-22 04:14:28,fransisca, ikn bangkitkan ekonomi dokter ungkap perburukan gejala hepatitis akut berat bisa terjadi lebih cepat ini penyebabnya,Positive
2022-06-22 04:13:28,christine, benarkah adenovirus vaksin astrazeneca bisa picu hepatitis akut ikn bangkitkan ekonomi,Positive
2022-06-22 04:13:15,ghinarahayu, hepatitis tidk ada hubungnnya dengan vaksin ikn bangkitkan ekonomi,Neutral
2022-06-22 04:07:41,lale handayani, vaksin pada anak aman ikn bangkitkan ekonomi ,Positive
2022-06-22 04:05:03,sonaya, dokter ungkap perburukan gejala hepatitis akut berat bisa terjadi lebih cepat ini penyebabnya ikn bangkitkan ekonomi,Positive
2022-06-22 04:03:14,grace pattirajawane,hepatitis akut tidak biasanya menyerang anak kecil ikn bangkitkan ekonomi ,Positive
2022-06-22 04:01:37,jarum suntik vaksin,cek fakta vaksin mrna menyebabkan hepatitis pada anak ikn bangkitkan ekonomi ,Positive
2022-06-22 03:58:00,arif bijaksana,muncul dugaan adenovirus pada vaksin astrazeneca jadi penyebab hepatitis cek faktanya ikn bangkitkan ekonomi,Neutral
2022-06-22 03:52:04,🅿️🅾️3️⃣ 🇮🇩🇮🇩,benarkah adenovirus vaksin astrazeneca bisa picu hepatitis akut ikn bangkitkan ekonomi ,Positive
2022-06-22 03:51:03,i love nkri,vaksin aman hepatitis akut tak terkait vaksin covid ikn bangkitkan ekonomi ,Positive
2022-06-22 03:50:33,kel. dunguscariang,bpk lurah menghadiri sekaligus membuka pertemuan rutin pkk kelurahan dumguscariang diisi dengan kegiatan sosialisasi pencegahan dan penanggulangan hepatitis akut pada anak dengan narasumber ibu kepala uptd puskesmas garuda bertempat aula kelurahan rabu juni 2022 ,Positive
2022-06-22 03:49:28,anissa billa,adenovirus vaksin astrazeneca picu hepatitis akut ikn bangkitkan ekonomi ,Positive
2022-06-22 03:49:25,anissa billa,vaksinasi covid tak terkait dengan hepatitis akut ikn bangkitkan ekonomi ,Positive
2022-06-22 03:49:20,anissa billa,hoax vaksin mrna menyebabkan hepatitis pada anak ikn bangkitkan ekonomi ,Positive
2022-06-22 03:31:23,alexander ivan,adenovirus vaksin astrazeneca picu hepatitis akut peneliti buka suara dan nyatakan hal tersebut adalah hoaks ikn bangkitkan ekonomi ,Positive
2022-06-22 03:30:34,rizki astuti,hepatitis akut pada anak bukan karena vaksin ikn bangkitkan ekonomi ,Positive
2022-06-22 03:26:15,rodi hartono,faktanya hepatitis akut tidak berkaitan dengan vaksinasi ikn bangkitkan ekonomi ,Positive
2022-06-22 03:24:59,this is sandranila,kunyit dapat mengatasi berbagai masalah kesehatan seperti gangguan pencernaan melindungi hati dan bisa dimanfaatkan sebagai pengobatan hepatitis arthritis menurunkan kolesterol darah juga sebagai antibakteri dan antijamur,Positive
2022-06-22 03:24:13,tanpa_boraks,jangan sampai termakan hoax menyatakan vaksin covid menyebabkan hepatitis akut pada anak ikn bangkitkan ekonomi ,Positive
2022-06-22 03:23:35,rodi hartono,hepatitis tidak berkaitan dengan vaksinasi begini penjelasan dokter ahli ikn bangkitkan ekonomi ,Positive
2022-06-22 03:16:25,🇮🇩, hepatitis tidak ada kaitan dengan covid ikn bangkitkan ekonomi,Neutral
2022-06-22 03:09:53,anisa cenceni,hepatitis akut tak berhubungan dengan vaksin covid ikn bangkitkan ekonomi ,Positive
2022-06-22 03:08:34,luis chaniago,berikut fakta fakta mengenai hepatitis dan vaksinasi ikn bangkitkan ekonomi ,Neutral
2022-06-22 03:07:42,masyafir farim,jangan panik menyikapi isu hepatitis akut misterius pada anak ikn bangkitkan ekonomi ,Positive
2022-06-22 03:05:23,luis chaniago,hingga saat ini belum ada bukti bahwa hepatitis disebabkan oleh vaksinasi ikn bangkitkan ekonomi ,Neutral
2022-06-22 02:59:53,surprisedstan65,menyebabkan hepatitis baca dulu berita nya ikn bangkitkan ekonomi ,Neutral
2022-06-22 02:58:29,virnia, vaksin covid tidak sebabkan hepatitis akut ikn bangkitkan ekonomi,Positive
2022-06-22 02:49:41,hendri syahrizal,waspada hoax vaksinasi covid terkait hepatitis akut ikn bangkitkan ekonomi ,Positive
2022-06-22 02:47:28,abdul danu, dumasar kana panilitian vaksin henteu tiasa memicu patitis akut ikn bangkitkan ekonomi,Positive
2022-06-22 02:44:17,heewon, adhedhasar riset vaksin ora bisa nyebabake hepatitis akut ikn bangkitkan ekonomi,Positive
2022-06-22 02:41:07,hotman sarif, adenovirus astrazaneca picu hepatitis akut penelitian buka celana ikn bangkitkan ekonomi ,Positive
2022-06-22 02:40:25,dinar,vaksin covid tidak sebabkan hepatitis akut ikn bangkitkan ekonomi ,Positive
2022-06-22 02:38:22,abey lagi demam., ganti deredet beli immo hepatitis jual ,Neutral
2022-06-22 02:37:01,dabriel,disinformasi vaksin mrna menyebabkan hepatitis pada anak ikn bangkitkan ekonomi ,Positive
2022-06-22 02:36:40,god.ok,kesalahan informasi kalau vaksin menyebabkan hepatitis ikn bangkitkan ekonomi ,Negative
2022-06-22 02:36:25,indriani,waspada hoax vaksinasi covid tak terkait dengan hepatitis akut ikn bangkitkan ekonomi ,Positive
2022-06-22 02:35:59,god.ok,hepatitis bukan karena vaksin ikn bangkitkan ekonomi ,Neutral
2022-06-22 02:35:09,nona kartika, based research vaccine can not trigger acute hepatitis ikn bangkitkan ekonomi,Positive
2022-06-22 02:33:22,putput, muncul dugaan adenovirus pada vaksin astrazeneca jadi penyebab hepatitis cek faktanya ikn bangkitkan ekonomi ,Neutral
2022-06-22 02:32:51,pedjoeang receh, berdasarkan penelitian vaksin tidak dapat memicu penyakit hepatitis akut ikn bangkitkan ekonomi,Positive
2022-06-22 02:31:56,natasha,serious question aku selalu derma darah doctor akan cakap kita amik sample utk test hiv and hepatitis kalau ada masalah cik akan dapat mesej dalm masa bulan jika dapat mesej maksudnya aku kena percaya buat checking ,Negative
2022-06-22 02:23:28,saifuldindungun, cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah ikn bangkitkan ekonomi ,Positive
2022-06-22 02:18:55,zevannyaaaa., pas ngekos sama kaka uang pnya 20rb hari 10rb untuk ongkos sklh 10rb untk makan berdua akhirnya tiap pulang sekolah makan kepala ayam sama kulit usus selama berbulan2 sampai kena hepatitis wkwkw ,Neutral
2022-06-22 02:17:55,lambe rumpi, ikn bangkitkan ekonomi vaksin tidak menyebabkan hepatitis pada anak,Negative
2022-06-22 02:16:34,yolanda,dokter spesialis anak mengatakan bahwa hepatitis akut kejadian luar biasa jika ada asumsi bahwa penyakit ini disebabkan oleh vaksin covid hal itu menurutnya sanggat mustahil ikn bangkitkan ekonomi ,Negative
2022-06-22 02:16:01,duta baladraf£,waspada hoaks hepatitis akut ikn bangkitkan ekonomi ,Positive
2022-06-22 02:08:10,caca nurlianah,vaksin mrna tidak menyebabkan hepatitis pada anak mari cari tau lebih dalam ikn bangkitkan ekonomi ,Neutral
2022-06-22 02:07:23,kicau harian,hepatitis akut bukan berasal dari vaksin karena vaksin memeliki kandungan yang baik ikn bangkitkan ekonomi ,Positive
2022-06-22 02:07:20,sutansegeh,vaksin covid telah teruji amp terjamin aman serta sertifikasi mui tidak ada kaitan hepatitis akut ikn bangkitkan ekonomi ,Positive
2022-06-22 02:01:42,jayadi nurahman,vaksin ada indonesia itu aman dan tidak menyebabkan penyakit baru apalagi hepatitis pada anak ikn bangkitkan ekonomi ,Positive
2022-06-22 02:00:25,ari anya,vaksin anak aman dan tidak sebabkan hepatitis ikn bangkitkan ekonomi ,Positive
2022-06-22 02:00:14,indah cn,vaksin aman dokter hepatitis akut tak terkait vaksin covid ikn bangkitkan ekonomi ,Positive
2022-06-22 01:44:23,zulfikar,vaksin covid19 yang digunakan indonesia sudah teruji aman dan tidak menjadi pemicu hepatitis waspadacovidlengkapivaksin waspadacovidlengkapivaksin ,Positive
2022-06-22 00:58:08,nusantara bicara,vaksin covid menimbulkan gejala hepatitis ,Neutral
2022-06-22 00:21:43,ıʇɐɥıʞɐʞuɐʇɐʇɐɔ,masyarakat tak perlu panik hadapi omicron dan tetapi tetap harus waspadai jaga selalu disiplin prokes dan juga lengkapi vaksin nya vaksin aman tak terbukti vaksin covid penyebab penyakit hepatitis akuut waspadacovidlengkapivaksin indonesia negara besar ,Negative
2022-06-22 00:20:20,putri,vaksin covid bukan penyebab hepatitis akut waspadacovidlengkapivaksin indonesia negara besar ,Positive
2022-06-22 00:12:17,pelita bangsa,vaksinasi covid tdk terkait hepatitis waspadacovidlengkapivaksin indonesia negara besar ,Neutral
2022-06-22 00:04:58,loli,waspada hoax vaksinasi covid tidak terkait dengan hepatitis akut fakta yang ada ternyata ada beberapa kasus hepatitis akut yang menjangkit anak padahal sama sekali belum menerima vaksin lawan pandemi waspadacovidlengkapivaksin indonesia negara besar ,Positive
2022-06-22 00:03:23,ali bejo,waspada hoax berbagai kabar yang beredar mengkaitkan kasus hepatitis dengan vaksinasi cvd19 yang pasti ini tidak benar tidak ada bukti kaitan dengan vaksin cvd19 loh vaksin itu aman dan halal waspadacovidlengkapivaksin indonesia negara besar ,Neutral
2022-06-22 00:03:19,ꂵꍏꌗ ꌩꂦꌗꌗ ⢾░▒▓█, merekomendasikan vaksin covid moderna untuk anak usia tahun vaksinasi covid tak terkait dengan hepatitis akut waspada hoax segera vaksin amp jaga prokes waspadacovidlengkapivaksin indonesia negara besar ,Positive
2022-06-21 22:34:36,worknola,now hiring std hiv hepatitis program viral hepatitis data manager ,Neutral
2022-06-21 17:56:56,toko ragil soka,kencing unta dapat membntu menyembuhkan hepatitis diabetes dan pnyakit kulit peneliti universitas ummul qura mekkah ,Negative
2022-06-21 16:33:09,◠‿◠, aku suka yang sumen hulk tapi kok gak ada sumen hepatitis warna kuning,Neutral
2022-06-21 15:48:12,dr roni, suntikan vaksin hep untuk org belum dapat infection hepatitis sebagai langkah pencegahan,Neutral
2022-06-21 14:50:39,fee k🅰️lem, ptm penyebabnya perilaku dan gaya hidup manusia cntohnya diabetes mellitus stroke hipertensi hepatitis dll sdgkn penyebabnya virus bakteri cntohnya covid btul gkk ,Negative
2022-06-21 14:38:33,💞 noerma🌹, fakta abis vaksin tiba timbul sakit jantung timbul hepatitis timbul kelenjar getah bening itu bkn vaksin bawaan orok gitu padahal sebelum nya tak ada keluhan paling ringan pusing sembuh ,Positive
2022-06-21 14:24:35,aran,ini bukan tanda2 hepatitis kan tolong ,Neutral
2022-06-21 14:16:02,memeyvit, malam min mohon infonya apakah lab prodia bisa vaksinasi hepatitis dewasa adakah harga per paket untuk kali suntikan ,Positive
2022-06-21 14:15:19,snow white,vaksinasi covid tak terkaid dengan hepatitis akut dirgahayu hut61 jokowi ,Positive
2022-06-21 14:14:52,snow white,vaksin astrazeneca tak picu hepatitis akut dirgahayu hut61 jokowi ,Positive
2022-06-21 13:59:50,𝐁 𝐀 𝐆 𝐔 𝐒, covid hepatitis kasus korupsi sampai roh nya pun hilang ,Neutral
2022-06-21 12:08:34,bem kema fmipa unpad,simak pembahasan postingan atas agar kita semua bisa tidak ketinggalan informasi tentang hepatitis ini dan kita bisa menjaga satu sama lain dari penyakit ini ,Negative
2022-06-21 12:08:29,bem kema fmipa unpad, aeternum hepatitis misterius ekor dari covid hepatitis memang penyakit yang cukup mematikan namun penyakit ini sudah lama diketahui lalu mengapa hepatitis sekarang menjadi pembahasan dimana mana mengapa hepatitis jenis ini bisa dibilang unik ,Positive
2022-06-21 09:31:51,rs islam surabaya - a. yani,tetap jaga kesehatan sobat rsi hepatitisakut hepatitismisterius hepatitispadaanak hepatitis virushepatitis cegahhepatitis vaksinhepatitis ,Positive
2022-06-21 09:00:30,raygimnastiar*, dirawat dimana kamar sabaraha hepatitis sugan ,Neutral
2022-06-21 08:59:17,wartalika.id,personil kodim 0507 bekasi suntik vaksin hepatitis ,Neutral
2022-06-21 08:49:23,sahabat inaco,nah telah mengeluarkan beberapa statement yang harus diperhatikan oleh para orang tua untuk mencegah serangan hepatitis yang menyerang anak kalau sahabat inaco sudah melakukan hal hal yang direkomendasikan oleh idi tersebut belum nih hepatitis ,Neutral
2022-06-21 08:35:38,mbakbel,gue kok serem liat selly matanya kuning banget kayak kena hepatitis ,Positive
2022-06-21 08:05:44,korem 051 wkt,danrem 051 wkt brigjen tni yustinus nono yulianto menuturkan pemberian vaksin hepatitis ini merupakan program kesehatan angkatan darat yang bertujuan agar para prajurit korem 051 wkt terhindar dari penyakit hepatitis ,Positive
2022-06-21 06:52:18,lampung post (official),tiyuh panaragan jaya indah sosialisasi pencegahan serta penanganan covid dan hepatitis covid19 coronavirus hepatitis lampungpost ,Neutral
2022-06-21 06:43:41,haluan group,budhi condrowati imbau pemda segera beri informasi jelas terkait hepatitis akut ,Positive
2022-06-21 06:37:41,ndrewstjan®️,beberapa dri mereka sangat menjaga diri untuk tdk terkena hiv hepatitis dan pms standart kondom dilakukan ada pengecekan rutin dokter kandungan atau cek hiv berkala mereka juga takut dengan hiv dan lainnya ,Negative
